gid spike-times
213 74.0,152.0,219.0,276.0,344.0,399.0,461.0,533.0,594.0,659.0,743.0,820.0,877.0,959.0,1014.0,1088.0,1167.0,1230.0,1309.0,1392.0,1465.0,1542.0,1606.0,1676.0,1735.0,1807.0,1865.0,1935.0,2007.0,2078.0,2141.0,2214.0,2283.0,2366.0,2432.0,2476.0,2558.0,2625.0,2678.0,2742.0,2805.0,2876.0,2953.0,3019.0,3095.0,3160.0,3223.0,3282.0,3343.0,3422.0,3480.0,3561.0,3635.0,3720.0,3778.0,3848.0,3897.0,3969.0,4047.0,4106.0,4182.0,4254.0,4318.0,4391.0,4458.0,4510.0,4576.0,4637.0,4703.0,4767.0,4828.0,4890.0,4953.0,5017.0,5082.0,5157.0,5236.0,5299.0,5364.0,5425.0,5495.0,5556.0,5641.0,5709.0,5772.0,5833.0,5901.0,5970.0,6018.0,7079.652,8097.652,8166.732,8217.732,8281.732,8346.732,8407.732,8483.732,8554.732,8625.732,8701.732,8770.732,8830.732,8895.732,8974.732,9029.732,9100.732,9173.732,9238.732,9293.732,9355.732,9423.732,9483.732,9562.732,9641.732,9701.732,9761.732,9830.732,9889.732,9957.732
214 75.0,153.0,213.0,282.0,343.0,410.0,477.0,553.0,615.0,674.0,743.0,827.0,890.0,971.0,1032.0,1110.0,1165.0,1243.0,1307.0,1378.0,1457.0,1523.0,1586.0,1647.0,1728.0,1782.0,1844.0,1901.0,1971.0,2038.0,2111.0,2181.0,2251.0,2324.0,2385.0,2458.0,2524.0,2587.0,2652.0,2719.0,2766.0,2848.0,2911.0,2975.0,3043.0,3108.0,3181.0,3241.0,3314.0,3387.0,3466.0,3529.0,3591.0,3651.0,3735.0,3798.0,3870.0,3945.0,4008.0,4082.0,4152.0,4227.0,4299.0,4374.0,4447.0,4520.0,4595.0,4665.0,4738.0,4807.0,4871.0,4941.0,5012.0,5073.0,5142.0,5205.0,5279.0,5344.0,5423.0,5501.0,5555.0,5635.0,5707.0,5761.0,5823.0,5894.0,5966.0,6029.0,7045.652,8171.732,8240.732,8306.732,8367.732,8440.732,8503.732,8580.732,8649.732,8712.732,8775.732,8832.732,8892.732,8962.732,9026.732,9089.732,9156.732,9231.732,9309.732,9381.732,9436.732,9495.732,9564.732,9626.732,9686.732,9740.732,9805.732,9860.732,9935.732
215 68.0,127.0,198.0,265.0,325.0,402.0,471.0,528.0,583.0,646.0,730.0,789.0,847.0,919.0,989.0,1044.0,1109.0,1178.0,1249.0,1317.0,1383.0,1438.0,1503.0,1564.0,1630.0,1706.0,1759.0,1833.0,1896.0,1979.0,2051.0,2125.0,2184.0,2246.0,2304.0,2361.0,2429.0,2486.0,2557.0,2630.0,2694.0,2758.0,2815.0,2891.0,2971.0,3046.0,3107.0,3181.0,3250.0,3314.0,3375.0,3449.0,3508.0,3579.0,3651.0,3708.0,3768.0,3844.0,3898.0,3962.0,4036.0,4104.0,4175.0,4246.0,4306.0,4372.0,4424.0,4483.0,4550.0,4622.0,4685.0,4770.0,4836.0,4909.0,4975.0,5046.0,5101.0,5171.0,5240.0,5309.0,5360.0,5427.0,5499.0,5574.0,5646.0,5716.0,5784.0,5844.0,5906.0,5977.0,6035.0,7060.652,8040.652,8180.732,8234.732,8288.732,8355.732,8427.732,8492.732,8575.732,8641.732,8716.732,8792.732,8858.732,8921.732,8983.732,9055.732,9115.732,9171.732,9240.732,9303.732,9372.732,9435.732,9509.732,9569.732,9655.732,9730.732,9803.732,9885.732,9946.732
216 76.0,137.0,208.0,280.0,370.0,448.0,518.0,582.0,647.0,712.0,775.0,841.0,912.0,985.0,1054.0,1121.0,1184.0,1244.0,1301.0,1369.0,1434.0,1492.0,1552.0,1608.0,1693.0,1751.0,1814.0,1880.0,1946.0,2020.0,2073.0,2145.0,2223.0,2288.0,2365.0,2435.0,2516.0,2592.0,2658.0,2709.0,2768.0,2834.0,2895.0,2957.0,3018.0,3090.0,3155.0,3223.0,3282.0,3340.0,3400.0,3480.0,3555.0,3616.0,3681.0,3761.0,3818.0,3887.0,3958.0,4026.0,4095.0,4163.0,4232.0,4311.0,4386.0,4451.0,4515.0,4589.0,4658.0,4724.0,4782.0,4867.0,4930.0,4990.0,5048.0,5101.0,5176.0,5248.0,5319.0,5377.0,5450.0,5509.0,5570.0,5638.0,5711.0,5785.0,5850.0,5918.0,5984.0,6049.0,7034.652,8045.652,8166.732,8235.732,8312.732,8381.732,8457.732,8527.732,8586.732,8650.732,8722.732,8792.732,8869.732,8929.732,9015.732,9066.732,9135.732,9207.732,9287.732,9345.732,9407.732,9465.732,9520.732,9597.732,9669.732,9747.732,9819.732,9881.732,9965.732
217 60.0,131.0,202.0,277.0,343.0,400.0,465.0,538.0,603.0,657.0,715.0,777.0,836.0,890.0,964.0,1046.0,1114.0,1180.0,1248.0,1310.0,1379.0,1447.0,1509.0,1578.0,1646.0,1716.0,1767.0,1829.0,1902.0,1968.0,2031.0,2098.0,2170.0,2247.0,2320.0,2397.0,2479.0,2547.0,2628.0,2695.0,2761.0,2818.0,2888.0,2964.0,3034.0,3090.0,3157.0,3226.0,3299.0,3384.0,3442.0,3514.0,3572.0,3639.0,3708.0,3770.0,3839.0,3904.0,3965.0,4029.0,4086.0,4158.0,4219.0,4282.0,4352.0,4416.0,4498.0,4568.0,4631.0,4691.0,4775.0,4838.0,4906.0,4981.0,5050.0,5134.0,5196.0,5259.0,5322.0,5390.0,5465.0,5525.0,5588.0,5643.0,5700.0,5757.0,5837.0,5896.0,5942.0,6014.0,7035.652,8043.652,8193.732,8247.732,8329.732,8385.732,8444.732,8511.732,8571.732,8635.732,8715.732,8780.732,8847.732,8921.732,8980.732,9061.732,9152.732,9210.732,9265.732,9338.732,9398.732,9464.732,9522.732,9589.732,9653.732,9707.732,9765.732,9841.732,9913.732,9975.732
218 58.0,136.0,210.0,282.0,346.0,411.0,469.0,538.0,613.0,692.0,759.0,813.0,885.0,943.0,1003.0,1060.0,1122.0,1185.0,1254.0,1337.0,1391.0,1445.0,1516.0,1578.0,1643.0,1704.0,1773.0,1835.0,1908.0,1968.0,2042.0,2115.0,2197.0,2260.0,2330.0,2404.0,2472.0,2545.0,2606.0,2680.0,2740.0,2811.0,2868.0,2941.0,2996.0,3052.0,3113.0,3186.0,3255.0,3323.0,3397.0,3481.0,3550.0,3620.0,3692.0,3757.0,3836.0,3911.0,3993.0,4052.0,4120.0,4186.0,4251.0,4311.0,4378.0,4451.0,4524.0,4596.0,4671.0,4749.0,4818.0,4890.0,4962.0,5038.0,5105.0,5171.0,5239.0,5292.0,5361.0,5436.0,5500.0,5571.0,5632.0,5693.0,5755.0,5824.0,5891.0,5962.0,6019.0,7021.652,8029.652,8183.732,8247.732,8327.732,8410.732,8473.732,8555.732,8625.732,8683.732,8749.732,8809.732,8867.732,8940.732,9008.732,9078.732,9135.732,9200.732,9268.732,9322.732,9394.732,9465.732,9544.732,9601.732,9665.732,9727.732,9791.732,9859.732,9919.732,9982.732
219 73.0,137.0,193.0,262.0,328.0,404.0,467.0,541.0,605.0,676.0,745.0,811.0,885.0,955.0,1010.0,1070.0,1140.0,1202.0,1255.0,1325.0,1390.0,1454.0,1515.0,1579.0,1647.0,1710.0,1782.0,1847.0,1915.0,1994.0,2064.0,2143.0,2201.0,2254.0,2329.0,2389.0,2455.0,2520.0,2579.0,2652.0,2724.0,2808.0,2874.0,2940.0,3010.0,3077.0,3148.0,3209.0,3282.0,3335.0,3412.0,3457.0,3525.0,3600.0,3649.0,3714.0,3767.0,3830.0,3890.0,3959.0,4038.0,4095.0,4163.0,4217.0,4289.0,4352.0,4409.0,4473.0,4540.0,4616.0,4672.0,4747.0,4804.0,4874.0,4932.0,5008.0,5079.0,5166.0,5227.0,5297.0,5358.0,5418.0,5474.0,5531.0,5598.0,5670.0,5734.0,5812.0,5879.0,5937.0,6005.0,6079.0,7059.652,8065.652,8164.732,8228.732,8291.732,8354.732,8439.732,8497.732,8555.732,8624.732,8696.732,8763.732,8832.732,8902.732,8975.732,9041.732,9100.732,9161.732,9218.732,9284.732,9353.732,9429.732,9496.732,9553.732,9621.732,9684.732,9757.732,9818.732,9897.732,9960.732
220 74.0,136.0,202.0,256.0,302.0,379.0,472.0,532.0,594.0,657.0,709.0,779.0,833.0,910.0,995.0,1049.0,1098.0,1163.0,1230.0,1309.0,1372.0,1454.0,1532.0,1599.0,1667.0,1730.0,1790.0,1860.0,1921.0,1972.0,2037.0,2117.0,2176.0,2250.0,2315.0,2382.0,2450.0,2520.0,2585.0,2664.0,2732.0,2792.0,2865.0,2932.0,2991.0,3066.0,3133.0,3197.0,3250.0,3316.0,3380.0,3429.0,3492.0,3543.0,3623.0,3689.0,3754.0,3822.0,3890.0,3957.0,4019.0,4084.0,4150.0,4226.0,4318.0,4391.0,4460.0,4528.0,4582.0,4652.0,4730.0,4795.0,4851.0,4930.0,5005.0,5073.0,5139.0,5210.0,5272.0,5351.0,5426.0,5493.0,5548.0,5624.0,5709.0,5788.0,5850.0,5913.0,5972.0,6037.0,7067.652,8101.652,8193.732,8260.732,8327.732,8380.732,8440.732,8519.732,8600.732,8666.732,8748.732,8811.732,8872.732,8935.732,9007.732,9087.732,9141.732,9215.732,9287.732,9354.732,9415.732,9477.732,9525.732,9580.732,9645.732,9711.732,9778.732,9848.732,9911.732,9970.732
221 57.0,133.0,205.0,264.0,314.0,382.0,448.0,520.0,592.0,659.0,734.0,815.0,886.0,951.0,1019.0,1090.0,1152.0,1212.0,1283.0,1354.0,1415.0,1463.0,1534.0,1606.0,1680.0,1760.0,1835.0,1904.0,1981.0,2054.0,2119.0,2192.0,2279.0,2358.0,2419.0,2473.0,2551.0,2621.0,2681.0,2759.0,2819.0,2879.0,2947.0,3018.0,3090.0,3147.0,3217.0,3277.0,3333.0,3406.0,3469.0,3539.0,3600.0,3672.0,3736.0,3799.0,3859.0,3919.0,3994.0,4060.0,4119.0,4189.0,4261.0,4314.0,4373.0,4441.0,4504.0,4584.0,4640.0,4709.0,4774.0,4837.0,4909.0,4964.0,5022.0,5092.0,5156.0,5220.0,5292.0,5354.0,5426.0,5491.0,5559.0,5629.0,5715.0,5775.0,5839.0,5916.0,5994.0,6059.0,7005.652,8080.652,8155.732,8219.732,8284.732,8361.732,8436.732,8508.732,8564.732,8624.732,8690.732,8750.732,8833.732,8884.732,8946.732,9014.732,9085.732,9156.732,9219.732,9296.732,9361.732,9430.732,9490.732,9554.732,9619.732,9687.732,9744.732,9809.732,9879.732,9935.732,9996.732
222 80.0,162.0,228.0,311.0,378.0,459.0,526.0,580.0,662.0,735.0,811.0,883.0,955.0,1032.0,1093.0,1170.0,1244.0,1302.0,1360.0,1426.0,1493.0,1553.0,1620.0,1687.0,1748.0,1823.0,1903.0,1972.0,2058.0,2126.0,2184.0,2261.0,2331.0,2403.0,2466.0,2539.0,2606.0,2670.0,2725.0,2785.0,2858.0,2932.0,3002.0,3062.0,3144.0,3198.0,3264.0,3328.0,3405.0,3467.0,3529.0,3609.0,3663.0,3734.0,3792.0,3858.0,3912.0,3983.0,4052.0,4115.0,4173.0,4245.0,4305.0,4377.0,4424.0,4485.0,4557.0,4620.0,4670.0,4728.0,4791.0,4839.0,4898.0,4966.0,5023.0,5108.0,5172.0,5244.0,5303.0,5369.0,5436.0,5506.0,5566.0,5645.0,5699.0,5766.0,5838.0,5909.0,5985.0,6035.0,7093.652,8057.652,8180.732,8242.732,8294.732,8354.732,8419.732,8477.732,8542.732,8619.732,8676.732,8750.732,8825.732,8901.732,8963.732,9032.732,9103.732,9172.732,9244.732,9308.732,9362.732,9424.732,9496.732,9577.732,9627.732,9695.732,9753.732,9817.732,9886.732,9966.732
223 63.0,113.0,167.0,227.0,287.0,361.0,435.0,500.0,552.0,622.0,693.0,758.0,832.0,897.0,978.0,1027.0,1084.0,1163.0,1236.0,1296.0,1357.0,1434.0,1509.0,1575.0,1645.0,1716.0,1772.0,1833.0,1910.0,1974.0,2058.0,2129.0,2194.0,2260.0,2319.0,2379.0,2451.0,2521.0,2581.0,2647.0,2705.0,2776.0,2844.0,2886.0,2963.0,3037.0,3100.0,3169.0,3229.0,3307.0,3387.0,3458.0,3522.0,3599.0,3657.0,3731.0,3799.0,3876.0,3942.0,4023.0,4085.0,4142.0,4210.0,4278.0,4358.0,4426.0,4488.0,4544.0,4605.0,4652.0,4717.0,4775.0,4858.0,4919.0,4971.0,5030.0,5093.0,5169.0,5251.0,5319.0,5384.0,5442.0,5514.0,5573.0,5625.0,5691.0,5771.0,5836.0,5897.0,5960.0,6018.0,7077.652,8093.652,8170.732,8228.732,8286.732,8352.732,8425.732,8492.732,8556.732,8628.732,8699.732,8759.732,8823.732,8872.732,8941.732,9015.732,9083.732,9144.732,9216.732,9278.732,9352.732,9423.732,9493.732,9561.732,9625.732,9704.732,9767.732,9841.732,9905.732,9974.732
224 85.0,144.0,211.0,281.0,348.0,414.0,483.0,544.0,621.0,693.0,752.0,824.0,892.0,961.0,1031.0,1111.0,1197.0,1260.0,1315.0,1377.0,1444.0,1504.0,1561.0,1624.0,1674.0,1747.0,1820.0,1884.0,1953.0,2021.0,2066.0,2126.0,2188.0,2258.0,2323.0,2384.0,2463.0,2534.0,2600.0,2676.0,2757.0,2818.0,2880.0,2955.0,3040.0,3111.0,3185.0,3250.0,3313.0,3375.0,3439.0,3494.0,3566.0,3633.0,3693.0,3768.0,3837.0,3902.0,3976.0,4046.0,4121.0,4199.0,4268.0,4338.0,4405.0,4471.0,4525.0,4583.0,4640.0,4712.0,4774.0,4833.0,4881.0,4944.0,5010.0,5084.0,5146.0,5210.0,5271.0,5332.0,5390.0,5446.0,5504.0,5561.0,5620.0,5701.0,5761.0,5828.0,5898.0,5973.0,6029.0,7108.652,8035.652,8180.732,8241.732,8309.732,8372.732,8445.732,8521.732,8593.732,8661.732,8726.732,8780.732,8844.732,8909.732,8966.732,9038.732,9101.732,9172.732,9241.732,9307.732,9379.732,9448.732,9513.732,9579.732,9649.732,9703.732,9761.732,9816.732,9885.732,9953.732
225 67.0,148.0,219.0,267.0,344.0,395.0,456.0,515.0,597.0,667.0,723.0,794.0,858.0,913.0,980.0,1034.0,1108.0,1179.0,1248.0,1306.0,1387.0,1455.0,1522.0,1584.0,1644.0,1711.0,1778.0,1844.0,1920.0,1980.0,2045.0,2103.0,2170.0,2242.0,2313.0,2368.0,2457.0,2523.0,2590.0,2661.0,2704.0,2773.0,2835.0,2905.0,2972.0,3029.0,3112.0,3173.0,3242.0,3308.0,3373.0,3454.0,3507.0,3578.0,3656.0,3726.0,3799.0,3868.0,3955.0,4026.0,4089.0,4163.0,4232.0,4301.0,4375.0,4443.0,4507.0,4566.0,4627.0,4699.0,4756.0,4828.0,4910.0,4992.0,5051.0,5122.0,5203.0,5271.0,5339.0,5412.0,5486.0,5546.0,5615.0,5671.0,5747.0,5805.0,5878.0,5947.0,6010.0,6070.0,7022.652,7983.652,8174.732,8235.732,8285.732,8351.732,8406.732,8471.732,8530.732,8612.732,8688.732,8764.732,8824.732,8882.732,8954.732,9022.732,9077.732,9154.732,9225.732,9273.732,9324.732,9393.732,9461.732,9522.732,9586.732,9645.732,9700.732,9779.732,9842.732,9917.732,9976.732
226 69.0,137.0,203.0,261.0,327.0,394.0,461.0,529.0,594.0,656.0,717.0,789.0,861.0,926.0,995.0,1074.0,1139.0,1219.0,1286.0,1358.0,1414.0,1484.0,1558.0,1639.0,1703.0,1777.0,1854.0,1913.0,1983.0,2052.0,2111.0,2173.0,2252.0,2314.0,2381.0,2445.0,2519.0,2581.0,2638.0,2703.0,2773.0,2847.0,2923.0,2992.0,3070.0,3138.0,3217.0,3294.0,3368.0,3428.0,3491.0,3554.0,3634.0,3713.0,3765.0,3849.0,3907.0,3974.0,4036.0,4109.0,4169.0,4221.0,4291.0,4358.0,4424.0,4480.0,4545.0,4621.0,4680.0,4745.0,4813.0,4883.0,4949.0,5019.0,5098.0,5168.0,5230.0,5294.0,5353.0,5418.0,5481.0,5533.0,5616.0,5676.0,5725.0,5800.0,5881.0,5957.0,6032.0,7079.652,8010.652,8173.732,8251.732,8311.732,8378.732,8440.732,8506.732,8577.732,8639.732,8722.732,8779.732,8835.732,8918.732,8978.732,9048.732,9103.732,9152.732,9227.732,9291.732,9351.732,9416.732,9491.732,9557.732,9628.732,9679.732,9738.732,9795.732,9864.732,9923.732,9985.732
227 69.0,130.0,204.0,281.0,352.0,423.0,498.0,567.0,623.0,691.0,758.0,830.0,892.0,964.0,1038.0,1099.0,1186.0,1256.0,1314.0,1378.0,1454.0,1525.0,1587.0,1645.0,1702.0,1765.0,1830.0,1896.0,1957.0,2025.0,2096.0,2157.0,2226.0,2296.0,2352.0,2417.0,2484.0,2551.0,2613.0,2685.0,2763.0,2846.0,2918.0,2979.0,3045.0,3121.0,3195.0,3257.0,3335.0,3411.0,3474.0,3534.0,3597.0,3659.0,3733.0,3793.0,3890.0,3950.0,4019.0,4084.0,4144.0,4211.0,4282.0,4360.0,4419.0,4492.0,4556.0,4627.0,4705.0,4773.0,4846.0,4914.0,4990.0,5058.0,5105.0,5188.0,5251.0,5331.0,5406.0,5476.0,5546.0,5611.0,5689.0,5764.0,5849.0,5925.0,6002.0,6065.0,7120.652,8180.732,8249.732,8315.732,8399.732,8461.732,8526.732,8596.732,8664.732,8728.732,8782.732,8843.732,8902.732,8973.732,9041.732,9127.732,9196.732,9266.732,9328.732,9402.732,9457.732,9540.732,9612.732,9678.732,9734.732,9789.732,9862.732,9939.732
228 58.0,134.0,202.0,266.0,331.0,397.0,469.0,522.0,591.0,663.0,731.0,797.0,866.0,940.0,1002.0,1064.0,1131.0,1207.0,1278.0,1346.0,1411.0,1467.0,1530.0,1584.0,1653.0,1710.0,1771.0,1842.0,1897.0,1955.0,2024.0,2094.0,2165.0,2235.0,2298.0,2357.0,2417.0,2482.0,2542.0,2621.0,2699.0,2766.0,2832.0,2893.0,2957.0,3015.0,3095.0,3166.0,3211.0,3269.0,3326.0,3380.0,3434.0,3496.0,3566.0,3638.0,3711.0,3775.0,3833.0,3903.0,3974.0,4042.0,4111.0,4178.0,4263.0,4317.0,4387.0,4453.0,4512.0,4568.0,4621.0,4693.0,4763.0,4832.0,4898.0,4954.0,5003.0,5063.0,5134.0,5191.0,5283.0,5356.0,5436.0,5511.0,5580.0,5646.0,5708.0,5786.0,5864.0,5931.0,6008.0,6061.0,7103.652,8087.652,8168.732,8229.732,8295.732,8351.732,8433.732,8485.732,8547.732,8618.732,8683.732,8748.732,8816.732,8893.732,8956.732,9017.732,9074.732,9126.732,9196.732,9267.732,9358.732,9423.732,9500.732,9570.732,9633.732,9698.732,9771.732,9837.732,9890.732,9948.732
229 69.0,137.0,217.0,289.0,351.0,425.0,501.0,569.0,640.0,715.0,789.0,850.0,908.0,977.0,1055.0,1110.0,1179.0,1244.0,1300.0,1364.0,1432.0,1491.0,1541.0,1605.0,1678.0,1740.0,1805.0,1871.0,1928.0,1997.0,2069.0,2120.0,2181.0,2260.0,2327.0,2390.0,2456.0,2536.0,2612.0,2669.0,2734.0,2791.0,2860.0,2938.0,2997.0,3058.0,3124.0,3203.0,3280.0,3357.0,3415.0,3480.0,3547.0,3606.0,3678.0,3739.0,3801.0,3864.0,3912.0,3973.0,4039.0,4111.0,4176.0,4241.0,4314.0,4401.0,4467.0,4533.0,4604.0,4661.0,4729.0,4793.0,4841.0,4915.0,4981.0,5031.0,5087.0,5146.0,5205.0,5264.0,5334.0,5404.0,5456.0,5527.0,5600.0,5676.0,5755.0,5823.0,5889.0,5976.0,6046.0,7066.652,8004.652,8184.732,8256.732,8322.732,8380.732,8458.732,8525.732,8604.732,8670.732,8748.732,8814.732,8883.732,8946.732,9012.732,9068.732,9135.732,9201.732,9274.732,9333.732,9398.732,9478.732,9553.732,9610.732,9673.732,9743.732,9816.732,9880.732,9944.732
230 51.0,113.0,183.0,254.0,316.0,391.0,464.0,529.0,599.0,665.0,728.0,790.0,859.0,917.0,972.0,1034.0,1110.0,1185.0,1257.0,1318.0,1390.0,1441.0,1501.0,1567.0,1636.0,1700.0,1768.0,1821.0,1889.0,1940.0,1999.0,2067.0,2122.0,2196.0,2255.0,2312.0,2387.0,2452.0,2529.0,2590.0,2653.0,2714.0,2781.0,2848.0,2910.0,2968.0,3025.0,3101.0,3175.0,3255.0,3325.0,3399.0,3467.0,3549.0,3611.0,3708.0,3779.0,3855.0,3931.0,3989.0,4053.0,4118.0,4192.0,4267.0,4347.0,4409.0,4479.0,4544.0,4605.0,4671.0,4743.0,4820.0,4885.0,4950.0,5026.0,5098.0,5183.0,5259.0,5322.0,5399.0,5470.0,5557.0,5604.0,5654.0,5723.0,5784.0,5840.0,5921.0,5988.0,6050.0,7069.652,8063.652,8166.732,8231.732,8293.732,8355.732,8437.732,8495.732,8566.732,8638.732,8719.732,8770.732,8834.732,8909.732,8974.732,9054.732,9118.732,9188.732,9261.732,9342.732,9417.732,9494.732,9569.732,9624.732,9688.732,9755.732,9816.732,9886.732,9953.732
231 62.0,119.0,184.0,227.0,293.0,361.0,425.0,488.0,555.0,630.0,704.0,755.0,811.0,873.0,944.0,1011.0,1084.0,1154.0,1217.0,1288.0,1344.0,1405.0,1467.0,1530.0,1596.0,1674.0,1741.0,1808.0,1878.0,1942.0,2012.0,2079.0,2139.0,2197.0,2262.0,2343.0,2418.0,2477.0,2543.0,2601.0,2673.0,2750.0,2822.0,2874.0,2947.0,3022.0,3091.0,3159.0,3235.0,3302.0,3359.0,3440.0,3501.0,3566.0,3638.0,3693.0,3768.0,3831.0,3913.0,3981.0,4054.0,4123.0,4185.0,4250.0,4319.0,4397.0,4468.0,4537.0,4607.0,4675.0,4737.0,4809.0,4860.0,4928.0,4988.0,5048.0,5122.0,5189.0,5246.0,5303.0,5361.0,5426.0,5492.0,5551.0,5615.0,5673.0,5745.0,5812.0,5890.0,5961.0,6022.0,6075.0,7039.652,8055.652,8159.732,8226.732,8288.732,8341.732,8413.732,8476.732,8543.732,8615.732,8674.732,8742.732,8818.732,8890.732,8950.732,9014.732,9084.732,9156.732,9230.732,9292.732,9361.732,9436.732,9512.732,9582.732,9635.732,9690.732,9745.732,9812.732,9878.732,9960.732
232 65.0,128.0,195.0,259.0,340.0,395.0,464.0,538.0,597.0,680.0,751.0,805.0,874.0,920.0,988.0,1058.0,1124.0,1193.0,1263.0,1329.0,1394.0,1472.0,1543.0,1620.0,1698.0,1772.0,1829.0,1896.0,1964.0,2029.0,2096.0,2163.0,2235.0,2297.0,2353.0,2418.0,2490.0,2543.0,2595.0,2675.0,2746.0,2817.0,2887.0,2959.0,3038.0,3100.0,3170.0,3241.0,3319.0,3369.0,3442.0,3497.0,3556.0,3614.0,3688.0,3748.0,3803.0,3862.0,3928.0,3987.0,4050.0,4125.0,4178.0,4234.0,4314.0,4381.0,4444.0,4509.0,4572.0,4642.0,4706.0,4766.0,4830.0,4895.0,4968.0,5036.0,5101.0,5171.0,5238.0,5295.0,5354.0,5417.0,5484.0,5556.0,5616.0,5671.0,5745.0,5813.0,5868.0,5926.0,5983.0,6061.0,7114.652,8167.732,8254.732,8329.732,8397.732,8462.732,8525.732,8577.732,8640.732,8707.732,8765.732,8820.732,8891.732,8953.732,9017.732,9072.732,9138.732,9200.732,9267.732,9327.732,9399.732,9465.732,9531.732,9603.732,9673.732,9723.732,9786.732,9842.732,9928.732,9994.732
233 68.0,139.0,215.0,288.0,358.0,418.0,488.0,558.0,624.0,689.0,760.0,825.0,903.0,958.0,1019.0,1084.0,1153.0,1216.0,1297.0,1361.0,1415.0,1480.0,1557.0,1631.0,1703.0,1777.0,1838.0,1899.0,1971.0,2020.0,2094.0,2166.0,2234.0,2292.0,2358.0,2422.0,2489.0,2567.0,2626.0,2703.0,2767.0,2825.0,2890.0,2958.0,3043.0,3092.0,3169.0,3244.0,3316.0,3381.0,3441.0,3529.0,3587.0,3656.0,3719.0,3778.0,3847.0,3916.0,3983.0,4048.0,4095.0,4154.0,4229.0,4293.0,4358.0,4429.0,4495.0,4567.0,4629.0,4702.0,4777.0,4851.0,4931.0,5009.0,5064.0,5124.0,5197.0,5266.0,5333.0,5403.0,5478.0,5548.0,5615.0,5677.0,5735.0,5790.0,5853.0,5914.0,5991.0,6062.0,7061.652,8021.652,8171.732,8240.732,8286.732,8354.732,8426.732,8488.732,8554.732,8623.732,8691.732,8757.732,8845.732,8911.732,8982.732,9056.732,9124.732,9203.732,9260.732,9329.732,9385.732,9464.732,9521.732,9588.732,9659.732,9721.732,9772.732,9841.732,9903.732,9980.732
234 67.0,133.0,196.0,252.0,333.0,401.0,476.0,536.0,608.0,670.0,747.0,810.0,869.0,930.0,992.0,1058.0,1141.0,1215.0,1297.0,1366.0,1449.0,1533.0,1612.0,1673.0,1744.0,1807.0,1865.0,1933.0,2008.0,2068.0,2141.0,2212.0,2269.0,2328.0,2392.0,2464.0,2521.0,2585.0,2656.0,2726.0,2792.0,2865.0,2922.0,2991.0,3036.0,3111.0,3188.0,3259.0,3317.0,3373.0,3463.0,3513.0,3571.0,3641.0,3706.0,3779.0,3860.0,3921.0,3990.0,4045.0,4115.0,4185.0,4252.0,4333.0,4403.0,4479.0,4534.0,4596.0,4659.0,4740.0,4801.0,4882.0,4947.0,5027.0,5112.0,5184.0,5260.0,5327.0,5389.0,5448.0,5518.0,5589.0,5656.0,5728.0,5775.0,5845.0,5922.0,5988.0,6064.0,7057.652,7991.652,8181.732,8243.732,8306.732,8376.732,8441.732,8507.732,8558.732,8625.732,8689.732,8771.732,8839.732,8922.732,8986.732,9031.732,9095.732,9177.732,9248.732,9309.732,9376.732,9451.732,9517.732,9588.732,9659.732,9723.732,9779.732,9844.732,9925.732
235 56.0,134.0,193.0,273.0,329.0,403.0,480.0,559.0,622.0,689.0,764.0,824.0,890.0,959.0,1022.0,1092.0,1156.0,1218.0,1295.0,1360.0,1411.0,1480.0,1549.0,1626.0,1687.0,1746.0,1821.0,1887.0,1960.0,2008.0,2072.0,2141.0,2202.0,2282.0,2335.0,2410.0,2481.0,2552.0,2618.0,2689.0,2757.0,2824.0,2877.0,2944.0,3000.0,3066.0,3135.0,3199.0,3255.0,3328.0,3408.0,3490.0,3548.0,3617.0,3680.0,3741.0,3813.0,3886.0,3959.0,4023.0,4081.0,4145.0,4211.0,4271.0,4325.0,4391.0,4455.0,4530.0,4597.0,4658.0,4719.0,4789.0,4864.0,4918.0,4989.0,5055.0,5117.0,5184.0,5242.0,5291.0,5357.0,5434.0,5503.0,5570.0,5640.0,5698.0,5754.0,5815.0,5888.0,5948.0,6016.0,6069.0,7082.652,8071.652,8168.732,8237.732,8318.732,8389.732,8446.732,8511.732,8584.732,8658.732,8730.732,8787.732,8858.732,8927.732,8989.732,9063.732,9121.732,9208.732,9268.732,9339.732,9410.732,9486.732,9554.732,9622.732,9693.732,9754.732,9827.732,9905.732,9976.732
